id,artists,name,born_or_started,age_at_release,release_date,popularity,duration_ms,danceability,energy,explicit,instrumentalness,key,mode,liveness,loudness,acousticness,speechiness,tempo,valence,year,num_duplicates
2R84Ot5Pd9uvHq0eNUPT44,Iron & Wine,Bird Stealing Bread,1974-07-26,28,2002-09-24,39,261467,0.593,0.34299999999999997,0,0.866,6,1,0.15,-11.27,0.867,0.0291,112.677,0.452,2002,1
2R97RZWUx4vAFbMMtmb5Ss,Luther Vandross,'Til My Baby Comes Home,1951-04-20,33,1985-03-08,29,332227,0.804,0.7140000000000001,0,6.21e-06,11,0,0.0253,-6.7139999999999995,0.0567,0.183,139.66299999999998,0.802,1985,1
2R9WOj22zwUF3wCAMT4tRr,The Staple Singers,The Ghetto,1939-07-10,28,1968-01-01,22,225933,0.307,0.28,0,0.0103,9,1,0.115,-16.119,0.9640000000000001,0.0385,83.325,0.2,1968,1
2R9xw9sqUmIFHsfBQCMcsS,The Animals,Hey Gyp,1942-03-27,22,1965-02-01,18,226987,0.644,0.546,0,0.0018899999999999998,0,1,0.488,-10.515999999999998,0.65,0.149,97.119,0.54,1965,1
2RAmvsmmUphlrJZfgmhamE,Lefty Frizzell,"California Blues (Blue Yodel, No. 4)",1928-03-31,24,1953-01-01,2,181347,0.624,0.293,0,0.0,5,1,0.121,-10.409,0.6709999999999999,0.0391,122.92200000000001,0.733,1953,1
2RB2xSlVoMRhINO0SruNIx,Gene Watson,Fourteen Carat Mind,1943-10-11,24,1968-01-01,45,159507,0.539,0.485,0,0.0,5,1,0.18100000000000002,-15.072000000000001,0.14300000000000002,0.0341,188.88400000000001,0.94,1968,1
2RBD3eCh8BlTeCaLlQ2NeR,André Previn,Servants' Chorus* - Voice,1929-04-06,34,1964-01-01,20,84333,0.648,0.0833,0,0.0,6,0,0.2,-18.338,0.935,0.0507,54.163999999999994,0.46799999999999997,1964,1
2RBFBMGVHuOndJizuFkWT5,Donald Byrd,Three Wishes - Remastered,1932-12-09,28,1961-01-01,10,312493,0.41100000000000003,0.528,0,0.000877,5,0,0.237,-8.265,0.657,0.045,164.78599999999997,0.462,1961,1
2RBGbLDceAHxJ0w2Pfxnzn,Lulu Santos,Como uma onda - Zen-surfismo,1953-05-04,30,1983-10-20,47,217027,0.85,0.42200000000000004,0,0.000117,10,0,0.0541,-13.945,0.405,0.0569,116.85,0.805,1983,1
2RBW4BagXdibDp8GQVZ23u,Suraiya,Aise Mein Agar Tum Aa Jate,1929-06-15,19,1949-01-01,0,173107,0.616,0.22899999999999998,0,6.76e-06,8,0,0.0691,-9.747,0.8909999999999999,0.0478,113.40100000000001,0.568,1949,1
2RC0clUJL2VummdCsxjHYD,Jascha Heifetz,Caprice No. 24 in A Minor - 1948,1901-02-02,49,1951-01-01,8,327546,0.435,0.11,0,0.47200000000000003,5,1,0.0929,-22.693,0.965,0.0587,133.02100000000002,0.217,1951,1
2RC8MNbpvyunKFvsU7ANNB,The Allman Brothers Band,"Hot 'Lanta - Live At The Final Fillmore East Concert, 1971",1949-02-26,22,1972-02-12,37,351627,0.18,0.46299999999999997,0,0.818,2,1,0.846,-14.565999999999999,0.292,0.0399,69.923,0.35700000000000004,1972,1
2RChe0r2cMoyOvuKobZy44,Bon Jovi,Always,1960-05-24,34,1994-10-18,75,353027,0.38299999999999995,0.659,0,0.0,4,1,0.0778,-5.558,0.11699999999999999,0.0312,140.795,0.327,1994,1
2RDS2vZku1lkliiLYE6umx,The Moody Blues,Mike's Number One,1946-12-18,23,1970-08-07,24,216680,0.544,0.434,0,0.000371,0,1,0.235,-11.985,0.389,0.024,99.36200000000001,0.282,1970,1
2RDVUW42IahtVvdeI9tcfN,Paul Westerberg,Things,1959-12-31,33,1993-06-11,39,202587,0.716,0.659,0,1.7e-05,6,1,0.127,-7.4510000000000005,0.39299999999999996,0.0427,138.122,0.593,1993,1
2RDXq7AwoEpvrjsXe4zlUc,David Bowie,Queen Bitch - 2015 Remaster,1947-01-08,24,1971-12-17,57,200507,0.599,0.636,0,0.0,0,1,0.0612,-13.084000000000001,0.0248,0.0305,137.172,0.968,1971,1
2RDgs05sg2vrpwiAEUkWd0,Silverchair,Freak,1979-08-29,17,1997-01-01,58,226107,0.539,0.883,0,1.38e-06,6,0,0.0606,-6.614,0.00451,0.0653,118.04299999999999,0.406,1997,1
2RDytymvM5BEndpJjDtrAp,Merle Travis,Bugle Call Rag - Instrumental,1917-11-29,38,1956-01-01,7,141880,0.41200000000000003,0.389,0,0.8059999999999999,1,1,0.11,-9.382,0.9229999999999999,0.0498,152.80700000000004,0.816,1956,1
2RE9Gd19VKNpwZ8dz7yuDE,Modest Mouse,People As Places As People,1971-06-08,35,2007-03-20,42,222147,0.6759999999999999,0.8909999999999999,0,0.00787,9,1,0.5710000000000001,-5.732,0.0248,0.0267,110.17399999999999,0.845,2007,1
2REMgJ8r6BiAxXWyUdePXo,Fats Waller,Rosetta,1904-05-21,21,1926-01-01,7,166733,0.65,0.0744,0,0.785,9,0,0.083,-20.496,0.794,0.03,99.804,0.435,1926,1
2RESEfP5xCZFWl4BSIHpQC,The Jompson Brothers,Barely Alive,1978-04-15,32,2010-11-30,49,290973,0.474,0.317,0,0.000319,11,0,0.0657,-7.336,0.0975,0.0318,113.14399999999999,0.247,2010,1
2REWJXxt0u1EzYcwtUhazJ,Donell Jones,Think About It (Don't Call My Crib),1973-05-22,26,1999-05-29,37,337933,0.612,0.21899999999999997,0,0.0,7,1,0.187,-12.395,0.192,0.0591,107.806,0.239,1999,1
