id,artists,name,born_or_started,age_at_release,release_date,popularity,duration_ms,danceability,energy,explicit,instrumentalness,key,mode,liveness,loudness,acousticness,speechiness,tempo,valence,year,num_duplicates
0u75v9VpPOrCa6MQJeSmK7,Bert Jansch,Needle of Death,1943-11-03,21,1965-01-01,12,200573,0.384,0.127,0,0.0292,7,0,0.113,-18.219,0.9670000000000001,0.0348,189.014,0.23199999999999998,1965,1
0u75xYwxMMfYfAEqUlYilN,Mötley Crüe,Keep Your Eye On The Money - Demo,1960-01-19,24,1985-01-01,27,229333,0.46399999999999997,0.948,0,0.0,7,1,0.085,-5.67,0.00418,0.0676,133.72899999999998,0.508,1985,1
0u7bpomleML1Vln9bRZVST,Phish,Character Zero,1964-04-06,32,1996-10-15,42,240200,0.332,0.701,0,1.86e-05,2,1,0.252,-6.99,0.12,0.0559,166.22299999999996,0.537,1996,1
0u7nB1PFBfGdKh8TrwRilH,Captain Beefheart & His Magic Band,"Sure 'Nuff 'n' Yes, I Do",1941-01-15,25,1967-01-01,49,134667,0.45799999999999996,0.7040000000000001,0,0.000161,8,1,0.33399999999999996,-9.609,0.414,0.0578,115.79,0.846,1967,1
0u8LQdDysrV8uWOdQCNw1o,Markos Vamvakaris,Ores Me Threfei O Ntounias,1905-05-10,44,1950-01-01,0,190000,0.777,0.536,0,0.00312,4,1,0.0817,-10.942,0.948,0.0401,69.539,0.955,1950,1
0u8iiPBZ5OqK1mbq1cZc0c,50 Cent,This Is 50,1975-07-06,29,2005-03-03,46,184213,0.82,0.8340000000000001,1,0.0008179999999999999,2,1,0.111,-5.242999999999999,0.183,0.124,91.26899999999999,0.40299999999999997,2005,1
0u8vkLhd2HhKWrOkDyRLHg,Depeche Mode,Just Can't Get Enough - Single Version,1960-12-15,20,1981-01-01,23,225267,0.753,0.75,0,0.0245,0,1,0.21600000000000005,-11.844000000000001,0.581,0.0392,128.127,0.958,1981,1
0u90NnJ2p3Q2MIP9IaAsg5,Pink Floyd,Sorrow,1945-03-27,42,1987-09-08,45,524753,0.462,0.65,0,0.386,9,1,0.0728,-12.540999999999999,0.174,0.0367,96.303,0.149,1987,1
0u9nwanutCcGSolKO3rN1M,The Yardbirds,Like Jimmy Reed Again - 2015 Remaster,1947-12-04,16,1964-01-01,16,182827,0.602,0.109,0,0.9279999999999999,9,1,0.0753,-19.503,0.008459999999999999,0.201,216.072,0.703,1964,1
0uAKjbJlLj3KrZaRtHTrtn,Dean Martin,You Look So Familiar,1917-06-07,38,1956-01-01,7,182933,0.258,0.132,0,0.00243,1,0,0.14800000000000002,-17.171,0.9129999999999999,0.0336,72.657,0.161,1956,1
0uAZ41yDTN1nrL60GANOz1,He Is We,Happily Ever After,1984-07-11,25,2010-01-01,46,244187,0.568,0.706,0,0.0,4,1,0.0947,-4.979,0.0259,0.0266,100.073,0.37,2010,1
0uBFFhxU5mwDzFpVlLR7LM,Claudio Villa,Fili d'oro,1926-01-01,16,1942-11-13,0,200359,0.449,0.249,0,0.00128,5,1,0.0948,-10.734000000000002,0.93,0.0601,65.25,0.45799999999999996,1942,1
0uBj2ZE0pblMXdy1WsOSR4,David Sanborn,Chicago Song,1945-07-30,41,1987-01-15,36,388516,0.722,0.838,0,0.865,8,1,0.0356,-9.21,0.10400000000000001,0.0361,104.265,0.966,1987,1
0uBn8o7Na4yQkzprVl0bOU,Lead Belly,(Good Night) Irene,1888-01-23,54,1943-01-01,1,159660,0.6409999999999999,0.245,0,0.000269,7,1,0.145,-10.895,0.953,0.0591,126.37299999999999,0.669,1943,1
0uC9uTD5iCkrPDqONjn1u5,Fleetwood Mac,Madison Blues,1948-09-27,21,1969-12-05,22,295507,0.45299999999999996,0.813,0,0.0222,2,1,0.215,-9.449,0.544,0.14800000000000002,116.59299999999999,0.517,1969,1
0uDIGutgUj9PMX0em6XjNs,Montrose,One Thing on My Mind,1950-04-12,22,1973-01-01,26,219267,0.523,0.8390000000000001,0,1.44e-06,0,1,0.0541,-9.821,0.0344,0.0442,131.931,0.7509999999999999,1973,1
0uDWbT7UGlakU7IQMSPas3,Love Affair,Rainbow Valley,1950-01-01,18,1968-03-04,36,230893,0.505,0.401,0,1.22e-06,0,1,0.0514,-12.549000000000001,0.31,0.0282,105.60600000000001,0.42100000000000004,1968,1
0uDhQ8frHlrnzqy4rcYkZI,Duke Ellington,Polly - Movie Strings,1899-04-29,59,1959-01-01,13,232627,0.303,0.0246,0,0.00236,8,1,0.265,-22.603,0.787,0.0381,167.665,0.0396,1959,1
0uDuOl6tSvDEbMhPYmPo3c,Danny Barker,Sweet Sue,1909-01-13,45,1954-07-23,0,285480,0.6459999999999999,0.495,0,0.0866,7,0,0.312,-7.5779999999999985,0.833,0.0537,112.07,0.684,1954,1
0uDxsPAVs2Hu6OQ7XlUWo2,Antony Santos,El Baile Del Perrito,1967-05-05,25,1993-02-01,42,491200,0.58,0.73,0,0.0007700000000000001,2,1,0.06,-12.600999999999999,0.106,0.0563,169.328,0.84,1993,1
0uE47KQdgsiyqKQkcDh5lz,Steppenwolf,"Hodge, Podge, Strained Through A Leslie",1949-03-16,19,1968-10-01,25,168560,0.615,0.695,0,0.833,7,1,0.325,-12.252,0.253,0.0399,122.178,0.932,1968,1
0uEG7TrRwIdyyJsFX7nIJT,Syd Dale,Mexican Highway,1924-05-20,41,1966-01-01,21,159418,0.78,0.429,0,0.0247,0,0,0.11,-11.808,0.217,0.0445,146.477,0.904,1966,1
0uEsdzuTnMStk8Y0gSN6mE,Bob Dylan,"Hurricane - Live at Memorial Auditorium, Worcester, MA - November 1975",1941-05-24,34,1975-12-31,30,495400,0.461,0.953,0,0.0,9,0,0.9790000000000001,-5.5329999999999995,0.5760000000000001,0.124,145.60299999999995,0.7959999999999999,1975,1
0uEuAQ0c5yittMpxJ3l5iR,The Judds,Rockin' With The Rhythm Of The Rain,1955-03-22,30,1985-10-30,46,161333,0.7709999999999999,0.475,0,0.0,0,1,0.0555,-9.354,0.141,0.0301,143.16899999999995,0.774,1985,1
0uFNdjWpogmaJYp2zlNJj5,Machine Gun Kelly,Hollywood Whore,1895-07-18,123,2019-07-05,68,203175,0.7340000000000001,0.836,1,0.0,6,0,0.106,-5.952999999999999,0.0116,0.0817,100.022,0.214,2019,1
0uFfUHkwIDMER5D3aawJoS,Fleetwood Mac,"Dreams - Live 1980, Paris, France",1948-09-27,32,1980-12-08,29,259893,0.525,0.4,0,5.920000000000001e-05,0,1,0.643,-15.035,0.314,0.0416,119.53200000000001,0.41600000000000004,1980,1
0uGa0LjtACS353mMDUtXo5,Sun Kil Moon,Ben's My Friend,1962-11-30,51,2014-02-11,55,316627,0.6809999999999999,0.5760000000000001,0,4.33e-05,3,1,0.10300000000000001,-6.782,0.8540000000000001,0.0392,93.073,0.612,2014,1
0uGps3BPhLvK3eUsShjHRz,Nickelback,Next Go Round,1974-05-23,34,2008-10-28,49,223893,0.505,0.9640000000000001,0,0.0717,10,0,0.0381,-2.7110000000000003,2.23e-05,0.15,164.046,0.6,2008,1
0uHYplBhwLYey7f9qAmnSM,Joan Baez,The Night They Drove Old Dixie Down,1941-01-09,29,1971-01-01,55,206067,0.564,0.35700000000000004,0,0.0,1,1,0.233,-12.752,0.5579999999999999,0.0326,129.24200000000002,0.47700000000000004,1971,1
0uHdU5OTm5BQVGiwLkvGyi,Queen,In The Space Capsule (The Love Theme) - Remastered 2011,1948-08-13,32,1980-12-05,23,162587,0.243,0.423,0,0.76,2,1,0.105,-14.225,0.0447,0.051,107.015,0.151,1980,1
0uHqoDT7J2TYBsJx6m4Tvi,Queen,"See What A Fool I've Been - Live BBC Session, London / July 1973 / 2011 Remix",1948-08-13,25,1974-03-08,20,262200,0.19699999999999998,0.6609999999999999,0,0.00466,9,1,0.235,-8.954,0.002,0.0644,172.274,0.39899999999999997,1974,1
0uIDQUwQmUltzyozMSezwQ,Linkin Park,Blackout,1977-06-08,33,2010-09-08,43,279453,0.5429999999999999,0.9229999999999999,1,0.00446,9,1,0.43,-3.992,0.19399999999999998,0.0768,134.997,0.366,2010,1
0uIFsRx5caF13RunwkgLYt,Roddy Ricch,Prayers To The Trap God,1998-10-22,21,2019-12-06,62,160059,0.852,0.5539999999999999,1,0.0,11,1,0.11800000000000001,-8.254,0.0815,0.389,155.961,0.33,2019,1
0uIMx0KeoqyBYKHMkwyAFq,Gladys Knight & The Pips,On and On,1942-03-30,31,1974-01-01,26,256333,0.8590000000000001,0.875,0,0.0522,9,0,0.484,-7.306,0.429,0.0519,106.561,0.8809999999999999,1974,1
0uIqV0X1M1vjti0ubMOInt,Madonna,Over and Over,1958-08-16,26,1984-11-12,39,252373,0.6729999999999999,0.792,0,0.00279,5,1,0.0578,-10.843,0.377,0.0349,150.235,0.971,1984,1
0uJDPlP8M8GX3rtkN42zmw,Mohammed Abdel Wahab,لأ مش أنا اللى أبكى,1901-03-13,75,1977-01-14,32,580272,0.344,0.389,0,0.00758,3,1,0.195,-8.083,0.8009999999999999,0.0405,90.20200000000001,0.386,1977,1
0uJZqWNEimvKRdh0Kf6wyO,Joan Jett & The Blackhearts,Tush,1958-09-22,31,1990-01-16,30,141773,0.483,0.972,0,0.00618,0,1,0.337,-7.769,0.162,0.0553,149.399,0.489,1990,1
0uJqfhGjwo7hNDV5KzzK7L,Paul Stanley,Love In Chains,1952-01-20,25,1978-01-01,26,213560,0.568,0.8740000000000001,0,2.04e-06,9,0,0.38799999999999996,-6.35,0.0855,0.11199999999999999,132.289,0.561,1978,1
0uJyE3M3ecGZgzltsQKs3a,Manic Street Preachers,A Design for Life - Remastered,1968-07-06,27,1996-05-20,57,257640,0.184,0.841,0,4.34e-05,0,1,0.0422,-4.723,0.0008269999999999999,0.0468,88.225,0.348,1996,1
0uKDO4Pe2HPWZ8ImN0Ecwf,Queen,Bring Back That Leroy Brown,1948-08-13,26,1974-11-08,26,135400,0.708,0.503,0,0.0,0,1,0.107,-11.292,0.494,0.083,118.479,0.904,1974,1
0uKS0cFjCQ0PXiILe50qjT,Lata Mangeshkar,Woh Dil Kahan Se Laoon,1929-09-28,11,1940-12-01,3,197747,0.35700000000000004,0.225,0,0.00406,11,0,0.188,-10.055,0.93,0.0432,180.081,0.45299999999999996,1940,1
0uLI1jac8ZJSSRG4QJDo3J,The Smiths,Still Ill - 2011 Remaster,1962-06-03,21,1984-02-20,54,201747,0.40399999999999997,0.927,0,0.00678,9,1,0.163,-7.568,0.0112,0.146,175.11,0.49,1984,1
0uLPKDuIhkIhttiwezNdiG,Alec Benjamin,Jesus In LA,1994-05-28,26,2020-05-29,68,171539,0.787,0.5579999999999999,0,0.0,0,1,0.34700000000000003,-5.237,0.664,0.0414,94.04899999999999,0.706,2020,1
0uLhNT7UIH3nZCCDZd3OBl,Incubus,Anna Molly,1975-12-19,30,2006-11-28,59,225880,0.451,0.973,0,7.36e-06,8,1,0.0924,-2.611,0.00428,0.0514,151.885,0.628,2006,1
0uLrrYiliI4ZXLYPR2KNz9,Wiz Khalifa,Visions,1987-09-08,22,2010-04-14,42,185383,0.462,0.83,1,6.840000000000001e-05,7,1,0.342,-6.261,0.00561,0.424,81.646,0.39399999999999996,2010,1
0uLwWjN1KFO678WNJcZDkw,Romeo Santos,Llévame Contigo,1981-07-21,31,2012-08-27,67,226400,0.813,0.6940000000000001,0,1.37e-06,7,0,0.0919,-5.092,0.602,0.0319,119.079,0.92,2012,1
0uMhYGXAgnP2Y7TMyUPUgd,The Animals,See See Rider (Bonus Track),1942-03-27,24,1966-06-01,35,241413,0.43,0.7190000000000001,0,0.191,7,0,0.12,-4.047,0.154,0.0665,176.668,0.6679999999999999,1966,1
